SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,209 South Hill Blvd,San Francisco,CA,94112,1098000,2,1.0,San Francisco,1364,4499,1927,1,805,,Active,August-28-2021 01:00 PM,August-28-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/209-S-Hill-Blvd-94112/home/793588,San Francisco MLS,421579021,N,Y,37.71011,-122.4303341
MLS Listing,,Condo/Co-op,2000 Ellis St #205,San Francisco,CA,94115,749000,1,1.0,San Francisco,595,8090,2013,1,1259,466,Active,August-28-2021 01:00 PM,August-28-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/2000-Ellis-St-94115/unit-205/home/55244549,San Francisco MLS,421587794,N,Y,37.781718,-122.439434
MLS Listing,,Condo/Co-op,1998 Broadway #807,San Francisco,CA,94109,1350000,2,,San Francisco,1030,15195,1964,12,1311,1288,Active,,,http://www.redfin.com/CA/San-Francisco/1998-Broadway-94109/unit-807/home/1865773,San Francisco MLS,421583886,N,Y,37.7953251,-122.4298254
MLS Listing,,Condo/Co-op,1001 Pine St #809,SAN FRANCISCO,CA,94109,698000,1,1.0,SAN FRANCISCO,616,,1963,17,1133,636,Active,,,http://www.redfin.com/CA/San-Francisco/1001-Pine-St-94109/unit-809/home/1135226,MLSListings,ML81857160,N,Y,37.790348,-122.412568
MLS Listing,,Single Family Residential,618 Mangels Ave,San Francisco,CA,94127,1798000,3,3.0,San Francisco,1920,3746,1912,18,936,,Active,,,http://www.redfin.com/CA/San-Francisco/618-Mangels-Ave-94127/home/1719034,San Francisco MLS,421582030,N,Y,37.7332736,-122.4516557
MLS Listing,,Condo/Co-op,163 Shipley St,San Francisco,CA,94107,875000,2,1.0,San Francisco,801,10427,1992,26,1092,599,Active,,,http://www.redfin.com/CA/San-Francisco/163-Shipley-94107/home/1950146,San Francisco MLS,421576170,N,Y,37.7805383,-122.4018925
MLS Listing,,Multi-Family (2-4 Unit),22 30th St,San Francisco,CA,94110,998000,3,2.0,San Francisco,1604,801,1907,83,622,,Active,,,http://www.redfin.com/CA/San-Francisco/22-30th-St-94110/home/808517,San Francisco MLS,421558100,N,Y,37.7424885,-122.422707
MLS Listing,,Condo/Co-op,388 Fulton St #405,SAN FRANCISCO,CA,94102,898000,2,1.0,SAN FRANCISCO,720,,2016,111,1247,639,Active,,,http://www.redfin.com/CA/San-Francisco/388-Fulton-St-94102/unit-405/home/105419644,MLSListings,ML81842102,N,Y,37.7790326,-122.4231449
MLS Listing,,Condo/Co-op,248 Myrtle St,San Francisco,CA,94109,799000,2,1.0,San Francisco,975,3828,1900,112,819,461,Active,,,http://www.redfin.com/CA/San-Francisco/248-Myrtle-St-94109/home/1491675,San Francisco MLS,421544867,N,Y,37.7852487,-122.4221514
MLS Listing,,Multi-Family (5+ Unit),1723 - 1727 Stockton St,San Francisco,CA,94133,3250000,5,2.0,San Francisco,6318,2588,1900,1,514,,Active,,,http://www.redfin.com/CA/San-Francisco/1723-Stockton-St-94133/home/1641778,San Francisco MLS,421586735,N,Y,37.8017051,-122.4097525
MLS Listing,,Condo/Co-op,1688 Pine St Unit W1109,San Francisco,CA,94109,1740000,2,2.0,San Francisco,1202,35482,2016,1,1448,888,Active,,,http://www.redfin.com/CA/San-Francisco/1688-Pine-St-94109/unit-W1109/home/144063578,San Francisco MLS,421586992,N,Y,37.7895497,-122.4233697
MLS Listing,,Multi-Family (2-4 Unit),945 Minnesota St,San Francisco,CA,94107,1998000,0,,San Francisco,3585,2495,1900,1,557,,Active,August-25-2021 02:00 PM,August-25-2021 03:30 PM,http://www.redfin.com/CA/San-Francisco/945-Minnesota-St-94107/home/1054654,San Francisco MLS,421587797,N,Y,37.7582876,-122.3899412
MLS Listing,,Condo/Co-op,2 Mint Plz #202,San Francisco,CA,94103,775000,1,1.0,San Francisco,769,7776,1926,1,1008,871,Active,,,http://www.redfin.com/CA/San-Francisco/2-Mint-Plz-94103/unit-202/home/17306451,San Francisco MLS,421583728,N,Y,37.7831186,-122.4076117
MLS Listing,,Single Family Residential,1572 Noe St,San Francisco,CA,94131,2595000,3,2.5,San Francisco,1973,2626,1904,1,1315,,Active,August-28-2021 12:00 PM,August-28-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/1572-Noe-St-94131/home/808142,San Francisco MLS,421587262,N,Y,37.7438435,-122.430959
MLS Listing,,Condo/Co-op,1238 Sutter St #603,San Francisco,CA,94109,695000,1,1.0,San Francisco,,4830,2018,1,,495,Active,,,http://www.redfin.com/CA/San-Francisco/1238-Sutter-St-94109/unit-603/home/169566015,San Francisco MLS,421575436,N,Y,37.7880028,-122.4208442
MLS Listing,,Single Family Residential,228 Jersey St,San Francisco,CA,94114,1795000,2,1.0,San Francisco,1377,2848,1908,1,1304,,Active,,,http://www.redfin.com/CA/San-Francisco/228-Jersey-St-94114/home/1760478,San Francisco MLS,421587120,N,Y,37.750962,-122.430314
MLS Listing,,Multi-Family (2-4 Unit),3233 Broderick St,SAN FRANCISCO,CA,94123,3288000,7,3.0,SAN FRANCISCO,3805,3438,1927,1,864,,Active,,,http://www.redfin.com/CA/San-Francisco/3233-Broderick-St-94123/home/881841,MLSListings,ML81859555,N,Y,37.8001852,-122.4449592
MLS Listing,,Condo/Co-op,280 Spear St Unit 25C,San Francisco,CA,94105,1850000,2,2.0,San Francisco,1209,47916,,1,1530,1230,Active,,,http://www.redfin.com/CA/San-Francisco/280-Spear-St-94105/unit-25C/home/176180951,San Francisco MLS,421587743,N,Y,37.7904356,-122.3918209
MLS Listing,,Condo/Co-op,55 Oak St #610,San Francisco,CA,94102,995400,1,1.0,San Francisco,723,10227,2021,1,1377,802,Active,,,http://www.redfin.com/CA/San-Francisco/55-Oak-St-94102/unit-610/home/176175907,San Francisco MLS,421587712,N,Y,37.7750761,-122.4201583
MLS Listing,,Condo/Co-op,55 Oak St #307,San Francisco,CA,94102,625500,0,1.0,San Francisco,494,10227,2021,1,1266,704,Active,,,http://www.redfin.com/CA/San-Francisco/55-Oak-St-94102/unit-307/home/176175906,San Francisco MLS,421587711,N,Y,37.7750761,-122.4201583
MLS Listing,,Condo/Co-op,55 Oak St #208,San Francisco,CA,94102,739000,1,1.0,San Francisco,657,10227,2021,1,1125,774,Active,,,http://www.redfin.com/CA/San-Francisco/55-Oak-St-94102/unit-208/home/176175905,San Francisco MLS,421587648,N,Y,37.7750761,-122.4201583
MLS Listing,,Single Family Residential,164 Galewood Cir,SAN FRANCISCO,CA,94131,1295000,2,2.0,SAN FRANCISCO,1465,995,1978,1,884,298,Active,August-28-2021 02:00 PM,August-28-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/164-Galewood-Cir-94131/home/1590175,MLSListings,ML81859519,N,Y,37.7529235,-122.4569744
MLS Listing,,Single Family Residential,890 De Haro St,San Francisco,CA,94107,1898000,4,2.0,San Francisco,1789,2500,1934,1,1061,,Active,August-24-2021 02:00 PM,August-24-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/890-De-Haro-St-94107/home/1157820,San Francisco MLS,421586720,N,Y,37.758539,-122.4012201
MLS Listing,,Single Family Residential,494 20th Ave,SAN FRANCISCO,CA,94121,1595000,5,3.0,SAN FRANCISCO,2376,1437,1916,1,671,,Active,August-23-2021 05:00 PM,August-23-2021 07:00 PM,http://www.redfin.com/CA/San-Francisco/494-20th-Ave-94121/home/1278919,MLSListings,ML81859503,N,Y,37.7785637,-122.4790328
MLS Listing,,Condo/Co-op,219 Brannan St Unit 1D,San Francisco,CA,94107,949000,1,1.5,San Francisco,844,82966,2000,2,1124,1100,Active,August-28-2021 02:00 PM,August-28-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/219-Brannan-St-94107/unit-1D/home/1347708,San Francisco MLS,421587605,N,Y,37.7830623,-122.3901122
MLS Listing,,Single Family Residential,,San Francisco,CA,94122,1888888,4,2.5,Sunset,2092,2996,1916,2,903,,Active,,,http://www.redfin.com/CA/San-Francisco/Undisclosed-address-94122/home/1022341,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40964213,N,Y,37.7605896,-122.4835916
MLS Listing,,Condo/Co-op,88 Townsend St #225,San Francisco,CA,94107,799000,1,1.0,San Francisco,,37623,2004,2,,549,Active,August-26-2021 06:00 PM,August-26-2021 07:00 PM,http://www.redfin.com/CA/San-Francisco/88-Townsend-St-94102/unit-225/home/12401546,San Francisco MLS,421544939,N,Y,37.7811985,-122.3906654
MLS Listing,,Condo/Co-op,195 7th St #302,San Francisco,CA,94103,465000,0,1.0,San Francisco,320,,1991,2,1453,370,Active,,,http://www.redfin.com/CA/San-Francisco/195-7th-St-94103/unit-302/home/1184216,San Francisco MLS,421587391,N,Y,37.7783013,-122.4094944
MLS Listing,,Single Family Residential,587 15th Ave,San Francisco,CA,94118,2195000,4,2.0,San Francisco,2040,1938,,2,1076,,Active,August-28-2021 02:00 PM,August-28-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/587-15th-Ave-94118/home/1173193,San Francisco MLS,421584968,N,Y,37.7770697,-122.4739458
MLS Listing,,Single Family Residential,29 Newburg St,San Francisco,CA,94131,1495000,3,2.0,San Francisco,,2247,1944,2,,,Active,August-28-2021 02:00 PM,August-28-2021 05:00 PM,http://www.redfin.com/CA/San-Francisco/29-Newburg-St-94131/home/1712840,San Francisco MLS,421587181,N,Y,37.7460732,-122.4340125
MLS Listing,,Condo/Co-op,355 Buena Vista Ave E Unit 202W,San Francisco,CA,94117,748000,1,1.0,San Francisco,674,90869,1986,2,1110,800,Active,August-24-2021 12:00 PM,August-24-2021 01:30 PM,http://www.redfin.com/CA/San-Francisco/355-Buena-Vista-Ave-E-94117/unit-202W/home/176170093,San Francisco MLS,421574763,N,Y,37.7675471,-122.4400498
MLS Listing,,Single Family Residential,387 London St,San Francisco,CA,94112,1150000,2,1.0,San Francisco,1375,2500,1924,2,836,,Active,August-28-2021 01:00 PM,August-28-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/387-London-St-94112/home/1687989,San Francisco MLS,421587505,N,Y,37.7228669,-122.4347912
MLS Listing,,Single Family Residential,156 Curtis St,San Francisco,CA,94112,995000,3,2.0,San Francisco,1040,2996,1910,2,957,,Active,August-28-2021 02:00 PM,August-28-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/156-Curtis-St-94112/home/1232936,San Francisco MLS,421586425,N,Y,37.7122115,-122.4394914
MLS Listing,,Single Family Residential,134 Shakespear St,SAN FRANCISCO,CA,94112,599500,2,1.0,SAN FRANCISCO,486,2495,1924,3,1234,,Active,,,http://www.redfin.com/CA/San-Francisco/134-Shakespeare-St-94112/home/1907194,MLSListings,ML81859448,N,Y,37.708602,-122.463027
MLS Listing,,Single Family Residential,2724 Santiago St,San Francisco,CA,94116,1495000,3,3.0,San Francisco,2131,2500,1948,3,702,,Active,August-28-2021 01:00 PM,August-28-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/2724-Santiago-St-94116/home/1246116,San Francisco MLS,421586523,N,Y,37.7441865,-122.4967175
MLS Listing,,Single Family Residential,1163 Bowdoin St,SAN FRANCISCO,CA,94134,977888,2,1.0,SAN FRANCISCO,924,2996,1951,3,1058,,Active,August-29-2021 01:30 PM,August-29-2021 04:30 PM,http://www.redfin.com/CA/San-Francisco/1163-Bowdoin-St-94134/home/1951013,MLSListings,ML81859437,N,Y,37.7215316,-122.4085658
MLS Listing,,Single Family Residential,156 26th Ave,San Francisco,CA,94121,3595000,4,3.5,San Francisco,3536,3118,1937,3,1017,,Active,August-26-2021 05:00 PM,August-26-2021 06:30 PM,http://www.redfin.com/CA/San-Francisco/156-26th-Ave-94121/home/606319,San Francisco MLS,421586596,N,Y,37.7865099,-122.4860996
MLS Listing,,Condo/Co-op,2 Amazon Ave #203,San Francisco,CA,94112,748000,2,2.0,San Francisco,857,11815,1999,3,873,267,Active,,,http://www.redfin.com/CA/San-Francisco/2-Amazon-Ave-94112/unit-203/home/966948,San Francisco MLS,421587450,N,Y,37.7170363,-122.4401945
MLS Listing,,Single Family Residential,2130 26th Ave,San Francisco,CA,94116,1949000,5,3.0,San Francisco,2405,2996,1937,3,810,,Active,,,http://www.redfin.com/CA/San-Francisco/2130-26th-Ave-94116/home/1813171,San Francisco MLS,421585873,N,Y,37.7476981,-122.483243
MLS Listing,,Single Family Residential,1163 - 1165 Shotwell St,San Francisco,CA,94110,3995000,5,4.5,San Francisco,4021,3206,1900,3,994,,Active,,,http://www.redfin.com/CA/San-Francisco/1163-Shotwell-St-94110/unit-1165/home/1951235,San Francisco MLS,421586987,N,Y,37.7498654,-122.4146186
MLS Listing,,Single Family Residential,307 Faxon Ave,San Francisco,CA,94112,1648000,4,3.5,San Francisco,1868,1873,1927,3,882,,Active,August-24-2021 01:00 PM,August-24-2021 02:30 PM,http://www.redfin.com/CA/San-Francisco/307-Faxon-Ave-94112/home/1912785,San Francisco MLS,421587429,N,Y,37.7202119,-122.4604573
MLS Listing,,Single Family Residential,33 Sweeny St,San Francisco,CA,94134,1150000,2,2.0,San Francisco,1125,1875,1925,3,1022,,Active,August-29-2021 01:30 PM,August-29-2021 04:30 PM,http://www.redfin.com/CA/San-Francisco/33-Sweeny-St-94134/home/1310358,San Francisco MLS,421587405,N,Y,37.7331702,-122.4067447
MLS Listing,,Condo/Co-op,181 Fremont Unit 62D,San Francisco,CA,94105,3820000,2,2.0,San Francisco,1623,,2018,3,2354,2810,Active,,,http://www.redfin.com/CA/San-Francisco/181-Fremont-St-94105/unit-62D/home/167299469,San Francisco MLS,421587369,N,Y,37.7898082,-122.3953565
MLS Listing,,Multi-Family (5+ Unit),1885 Filbert St,San Francisco,CA,94123,3950000,0,,San Francisco,4790,3110,1953,3,825,,Active,,,http://www.redfin.com/CA/San-Francisco/1885-Filbert-St-94123/home/1707818,San Francisco MLS,421587386,N,Y,37.7985651,-122.4304155
MLS Listing,,Single Family Residential,2224 Sacramento St,San Francisco,CA,94115,6895000,6,6.5,San Francisco,7983,8618,1906,3,864,,Active,August-26-2021 03:00 PM,August-26-2021 04:30 PM,http://www.redfin.com/CA/San-Francisco/2224-Sacramento-St-94115/home/1903427,San Francisco MLS,421583742,N,Y,37.7905814,-122.4301171
MLS Listing,,Condo/Co-op,2246 - A Mason St,San Francisco,CA,94133,975000,2,1.0,San Francisco,,2622,1912,3,,541,Active,,,http://www.redfin.com/CA/San-Francisco/2246-Mason-St-94133/home/40191777,San Francisco MLS,421587326,N,Y,37.8044362,-122.4131062
MLS Listing,,Condo/Co-op,280 Spear St Unit 15D,San Francisco,CA,94105,1898000,2,2.0,San Francisco,1140,,,3,1665,1196,Active,,,http://www.redfin.com/CA/San-Francisco/280-Spear-St-94105/unit-15D/home/176166604,San Francisco MLS,421587373,N,Y,37.7904356,-122.3918209
MLS Listing,,Single Family Residential,20 Forest Knolls Dr,San Francisco,CA,94131,1298000,3,2.0,San Francisco,1282,3201,1959,3,1012,,Active,August-24-2021 01:00 PM,August-24-2021 02:30 PM,http://www.redfin.com/CA/San-Francisco/20-Forest-Knolls-Dr-94131/home/1949634,San Francisco MLS,421587331,N,Y,37.756438,-122.4550504
MLS Listing,,Single Family Residential,228 Yerba Buena Ave,San Francisco,CA,94127,1698000,2,2.0,San Francisco,1632,4011,1927,3,1040,2,Active,,,http://www.redfin.com/CA/San-Francisco/228-Yerba-Buena-Ave-94127/home/1574860,San Francisco MLS,421587319,N,Y,37.7346302,-122.460192
MLS Listing,,Single Family Residential,87 Maynard St,San Francisco,CA,94112,668000,2,1.0,Excelsior,630,2125,1909,3,1060,,Active,,,http://www.redfin.com/CA/San-Francisco/87-Maynard-St-94112/home/2032159,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40964098,N,Y,37.7294198,-122.4286058
MLS Listing,,Condo/Co-op,855 Filbert St,San Francisco,CA,94133,1398000,2,1.5,San Francisco,1250,2389,1907,3,1118,382,Active,August-25-2021 03:00 PM,August-25-2021 05:00 PM,http://www.redfin.com/CA/San-Francisco/855-Filbert-St-94133/home/40456888,San Francisco MLS,421586636,N,Y,37.8006228,-122.4134862
MLS Listing,,Single Family Residential,2375 28th Ave,San Francisco,CA,94116,1495000,4,3.0,San Francisco,1629,3000,1923,3,918,,Active,,,http://www.redfin.com/CA/San-Francisco/2375-28th-Ave-94116/home/1620579,San Francisco MLS,421585866,N,Y,37.7431038,-122.4856197
MLS Listing,,Single Family Residential,549 Bright St,San Francisco,CA,94132,1799000,5,4.0,San Francisco,1958,2495,1925,3,919,,Active,,,http://www.redfin.com/CA/San-Francisco/549-Bright-St-94132/home/1303031,San Francisco MLS,421586528,N,Y,37.7206422,-122.4638075
MLS Listing,,Condo/Co-op,230 Liberty St,San Francisco,CA,94114,1595000,2,1.5,San Francisco,1662,3000,1938,3,960,283,Active,August-26-2021 05:00 PM,August-26-2021 06:30 PM,http://www.redfin.com/CA/San-Francisco/230-Liberty-St-94114/home/173336750,San Francisco MLS,421587268,N,Y,37.7574984,-122.4265201
MLS Listing,,Single Family Residential,1460 Alemany Blvd,SAN FRANCISCO,CA,94112,1495000,3,2.0,SAN FRANCISCO,1926,2435,1952,3,776,,Active,,,http://www.redfin.com/CA/San-Francisco/1460-Alemany-Blvd-94112/home/812020,MLSListings,ML81859358,N,Y,37.7287888,-122.4347917
MLS Listing,,Condo/Co-op,300 Berry St #1103,San Francisco,CA,94158,849000,1,1.0,San Francisco,732,41861,2009,3,1160,550,Active,August-29-2021 02:00 PM,August-29-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/300-Berry-St-94158/unit-1103/home/23455331,San Francisco MLS,421587165,N,Y,37.77393,-122.396241
MLS Listing,,Condo/Co-op,610 Illinois St #205,San Francisco,CA,94107,1050000,1,1.5,San Francisco,,4993,1996,3,,700,Active,August-25-2021 02:00 PM,August-25-2021 03:30 PM,http://www.redfin.com/CA/San-Francisco/610-Illinois-St-94107/unit-205/home/12396188,San Francisco MLS,421545344,N,Y,37.763975,-122.3881805
MLS Listing,,Single Family Residential,2515 34th Ave,SAN FRANCISCO,CA,94116,1195000,4,3.0,SAN FRANCISCO,2163,2375,1931,3,552,,Active,August-25-2021 06:00 PM,August-25-2021 08:00 PM,http://www.redfin.com/CA/San-Francisco/2515-34th-Ave-94116/home/1949483,MLSListings,ML81859346,N,Y,37.740116,-122.491896
MLS Listing,,Single Family Residential,80 Yerba Buena Ave,San Francisco,CA,94127,2795000,4,2.0,San Francisco,2728,7296,1925,3,1025,250,Active,August-23-2021 05:45 PM,August-23-2021 07:00 PM,http://www.redfin.com/CA/San-Francisco/80-Yerba-Buena-Ave-94127/home/700229,San Francisco MLS,421587018,N,Y,37.7370584,-122.4637633
MLS Listing,,Condo/Co-op,220 Lombard St #322,San Francisco,CA,94111,595000,1,1.0,San Francisco,603,50188,1992,3,987,866,Active,,,http://www.redfin.com/CA/San-Francisco/220-Lombard-St-94111/unit-322/home/1881749,San Francisco MLS,421586421,N,Y,37.8042436,-122.4054002
MLS Listing,,Condo/Co-op,76 Prosper St,San Francisco,CA,94114,1195000,2,2.0,San Francisco,,1716,1900,3,,250,Active,August-25-2021 05:30 PM,August-25-2021 06:30 PM,http://www.redfin.com/CA/San-Francisco/76-Prosper-St-94114/unit-78/home/1413111,San Francisco MLS,421584345,N,Y,37.7631083,-122.4317557
MLS Listing,,Condo/Co-op,255 Berry St #505,San Francisco,CA,94158,976000,1,1.0,San Francisco,873,,2004,3,1118,804,Active,,,http://www.redfin.com/CA/San-Francisco/255-Berry-St-94158/unit-505/home/873804,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40963626,N,Y,37.7743869,-122.3947812
MLS Listing,,Condo/Co-op,300 3rd St #618,San Francisco,CA,94107,1250000,2,2.0,San Francisco,1534,48941,1990,3,815,1003,Active,August-29-2021 12:00 PM,August-29-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/300-3rd-St-94107/unit-618/home/1944458,San Francisco MLS,421586666,N,Y,37.7835658,-122.3989483
MLS Listing,,Condo/Co-op,45 Bartlett St #613,San Francisco,CA,94110,839000,1,1.0,San Francisco,631,23803,2014,3,1330,582,Active,August-24-2021 02:00 PM,August-24-2021 03:30 PM,http://www.redfin.com/CA/San-Francisco/45-Bartlett-St-94110/unit-613/home/109315438,San Francisco MLS,421585859,N,Y,37.7558162,-122.4197494
MLS Listing,,Condo/Co-op,101 Lombard St Unit 201W,San Francisco,CA,94111,1229000,2,2.0,San Francisco,1368,113438,1983,3,898,,Active,,,http://www.redfin.com/CA/San-Francisco/101-Lombard-St-94111/unit-201W/home/1682574,San Francisco MLS,421587121,N,Y,37.8037119,-122.4045338
MLS Listing,,Single Family Residential,421 Tehama St,San Francisco,CA,94103,6500000,4,2.5,San Francisco,5279,,,3,1231,,Active,,,http://www.redfin.com/CA/San-Francisco/421-Tehama-St-94103/home/12395923,San Francisco MLS,421579376,N,Y,37.7806054,-122.4048962
